               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 306,            0.012016,           0.0029518,           0.0020284,             0.99743,             0.99859,             0.99432,              0.9616,           0.0052784,           0.0040459,           0.0021437,           0.0052934,           0.0052934,           0.0052934
                 307,            0.011819,           0.0029051,           0.0020081,             0.99743,             0.99859,             0.99432,             0.96176,           0.0052717,           0.0040414,            0.002142,           0.0052785,           0.0052785,           0.0052785
                 308,            0.011931,           0.0028794,           0.0020291,             0.99742,              0.9986,             0.99432,             0.96194,           0.0052649,           0.0040366,           0.0021407,           0.0052636,           0.0052636,           0.0052636
                 309,            0.011778,           0.0028746,           0.0019931,             0.99744,             0.99859,             0.99432,               0.962,           0.0052588,            0.004032,           0.0021392,           0.0052487,           0.0052487,           0.0052487
                 310,            0.011904,           0.0028668,           0.0020163,             0.99744,             0.99859,             0.99432,             0.96234,           0.0052519,           0.0040272,           0.0021376,           0.0052338,           0.0052338,           0.0052338
                 311,            0.011629,           0.0029095,           0.0019849,             0.99746,             0.99857,             0.99432,             0.96243,           0.0052443,           0.0040229,            0.002136,           0.0052189,           0.0052189,           0.0052189
                 312,            0.011767,           0.0028708,           0.0020029,             0.99746,             0.99858,             0.99432,              0.9624,           0.0052373,           0.0040181,           0.0021346,            0.005204,            0.005204,            0.005204
                 313,            0.011513,            0.002855,           0.0019868,             0.99745,             0.99857,             0.99432,              0.9625,           0.0052304,           0.0040132,           0.0021331,           0.0051891,           0.0051891,           0.0051891
                 314,            0.011655,            0.002855,           0.0020081,             0.99747,             0.99857,             0.99432,             0.96265,           0.0052232,           0.0040083,           0.0021314,           0.0051742,           0.0051742,           0.0051742
                 315,             0.01155,            0.002838,           0.0020153,             0.99747,             0.99858,             0.99432,             0.96294,           0.0052165,            0.004004,           0.0021299,           0.0051593,           0.0051593,           0.0051593
                 316,            0.011832,           0.0028856,           0.0020767,             0.99749,             0.99858,             0.99432,             0.96302,           0.0052094,           0.0039996,           0.0021281,           0.0051444,           0.0051444,           0.0051444
                 317,            0.011824,           0.0030148,           0.0021103,             0.99749,              0.9986,             0.99432,             0.96325,           0.0052044,           0.0039956,           0.0021265,           0.0051295,           0.0051295,           0.0051295
                 318,            0.011784,           0.0030639,           0.0019395,             0.99748,              0.9986,             0.99432,             0.96335,           0.0051986,           0.0039927,           0.0021242,           0.0051146,           0.0051146,           0.0051146
                 319,            0.011615,           0.0029139,           0.0019277,             0.99751,              0.9986,             0.99432,             0.96351,           0.0051932,           0.0039892,            0.002122,           0.0050996,           0.0050996,           0.0050996
                 320,            0.011792,            0.002835,           0.0019698,             0.99752,              0.9986,             0.99432,             0.96354,            0.005188,           0.0039848,           0.0021202,           0.0050847,           0.0050847,           0.0050847
                 321,            0.011357,           0.0028569,           0.0019262,             0.99752,             0.99861,             0.99432,             0.96361,            0.005182,           0.0039803,           0.0021181,           0.0050698,           0.0050698,           0.0050698
                 322,            0.011677,           0.0028292,            0.001978,             0.99754,              0.9986,             0.99432,             0.96372,            0.005175,           0.0039758,           0.0021165,           0.0050549,           0.0050549,           0.0050549
                 323,             0.01134,           0.0028016,           0.0019592,             0.99756,              0.9986,             0.99432,             0.96384,           0.0051682,           0.0039708,           0.0021149,             0.00504,             0.00504,             0.00504
                 324,            0.011299,           0.0028195,           0.0019093,             0.99756,              0.9986,             0.99432,             0.96399,           0.0051614,           0.0039659,           0.0021129,           0.0050251,           0.0050251,           0.0050251
                 325,            0.011336,           0.0028446,           0.0019231,             0.99758,             0.99858,             0.99432,             0.96398,           0.0051548,           0.0039611,           0.0021112,           0.0050102,           0.0050102,           0.0050102
                 326,            0.011469,           0.0028216,           0.0019405,             0.99757,             0.99858,             0.99432,             0.96422,           0.0051472,           0.0039568,           0.0021094,           0.0049953,           0.0049953,           0.0049953
                 327,            0.011453,           0.0028448,           0.0019549,             0.99757,             0.99859,             0.99432,             0.96447,           0.0051404,           0.0039524,           0.0021079,           0.0049804,           0.0049804,           0.0049804
                 328,            0.011497,           0.0027854,           0.0019351,             0.99759,             0.99857,             0.99432,             0.96467,           0.0051336,           0.0039469,           0.0021066,           0.0049655,           0.0049655,           0.0049655
                 329,            0.011455,           0.0027968,           0.0019898,             0.99759,             0.99858,             0.99432,             0.96483,           0.0051264,            0.003942,           0.0021051,           0.0049506,           0.0049506,           0.0049506
                 330,            0.011384,           0.0028242,            0.001932,             0.99761,             0.99858,             0.99432,             0.96491,           0.0051212,           0.0039374,           0.0021034,           0.0049357,           0.0049357,           0.0049357
                 331,            0.011377,           0.0027708,           0.0019363,              0.9976,              0.9986,             0.99432,             0.96492,           0.0051139,           0.0039321,           0.0021018,           0.0049208,           0.0049208,           0.0049208
                 332,            0.011504,            0.002802,           0.0019529,             0.99762,             0.99862,             0.99432,             0.96493,           0.0051086,           0.0039272,           0.0021003,           0.0049059,           0.0049059,           0.0049059
                 333,            0.011152,           0.0027946,           0.0019371,             0.99761,             0.99868,             0.99432,               0.965,           0.0051026,           0.0039224,           0.0020985,           0.0048909,           0.0048909,           0.0048909
                 334,            0.011386,           0.0028049,           0.0019477,             0.99761,             0.99869,             0.99432,             0.96503,           0.0050956,           0.0039175,           0.0020971,            0.004876,            0.004876,            0.004876
                 335,            0.011238,           0.0027811,           0.0019226,             0.99762,              0.9987,             0.99432,             0.96521,           0.0050892,           0.0039123,           0.0020956,           0.0048611,           0.0048611,           0.0048611
                 336,            0.011102,           0.0027763,            0.001916,             0.99762,              0.9987,             0.99432,             0.96533,           0.0050831,           0.0039075,           0.0020939,           0.0048462,           0.0048462,           0.0048462
                 337,            0.011384,           0.0028785,           0.0020485,             0.99761,             0.99872,             0.99432,              0.9653,           0.0050787,            0.003903,           0.0020921,           0.0048313,           0.0048313,           0.0048313
                 338,            0.011709,           0.0030226,           0.0021023,             0.99763,             0.99871,             0.99432,             0.96543,           0.0050741,           0.0039002,           0.0020898,           0.0048164,           0.0048164,           0.0048164
                 339,            0.011636,           0.0030848,           0.0022711,             0.99763,             0.99872,             0.99432,             0.96566,           0.0050706,           0.0038976,           0.0020875,           0.0048015,           0.0048015,           0.0048015
                 340,            0.011542,           0.0030497,           0.0019555,             0.99763,             0.99872,             0.99432,             0.96586,           0.0050655,            0.003895,           0.0020849,           0.0047866,           0.0047866,           0.0047866
                 341,            0.011312,           0.0028964,           0.0018771,             0.99763,             0.99872,             0.99432,             0.96586,           0.0050582,           0.0038917,           0.0020825,           0.0047717,           0.0047717,           0.0047717
                 342,            0.011474,           0.0028983,           0.0019097,             0.99763,             0.99873,             0.99432,             0.96579,           0.0050509,           0.0038884,           0.0020806,           0.0047568,           0.0047568,           0.0047568
                 343,            0.011309,           0.0028472,            0.001874,             0.99763,             0.99874,             0.99432,             0.96598,           0.0050426,           0.0038846,           0.0020784,           0.0047419,           0.0047419,           0.0047419
                 344,            0.011287,           0.0028428,           0.0019142,             0.99763,             0.99873,             0.99432,             0.96616,           0.0050358,           0.0038808,           0.0020765,            0.004727,            0.004727,            0.004727
                 345,            0.011351,            0.002914,           0.0019179,             0.99765,             0.99874,             0.99432,             0.96627,           0.0050296,           0.0038771,           0.0020744,           0.0047121,           0.0047121,           0.0047121
                 346,            0.011148,           0.0028433,            0.001837,             0.99765,             0.99875,             0.99432,             0.96639,           0.0050219,           0.0038734,           0.0020721,           0.0046972,           0.0046972,           0.0046972
                 347,            0.011135,           0.0027787,           0.0018453,             0.99768,             0.99875,             0.99432,             0.96637,           0.0050156,           0.0038697,           0.0020699,           0.0046823,           0.0046823,           0.0046823
                 348,            0.011277,           0.0028023,           0.0018606,             0.99768,             0.99875,             0.99432,             0.96658,           0.0050074,            0.003866,           0.0020679,           0.0046673,           0.0046673,           0.0046673
                 349,            0.011301,            0.002787,           0.0018604,             0.99768,             0.99876,             0.99432,             0.96669,           0.0049983,           0.0038619,            0.002066,           0.0046524,           0.0046524,           0.0046524
                 350,            0.011056,           0.0027506,           0.0018701,              0.9977,             0.99875,             0.99432,             0.96691,           0.0049915,           0.0038574,           0.0020644,           0.0046375,           0.0046375,           0.0046375
                 351,            0.011107,           0.0028079,           0.0019062,              0.9977,             0.99876,             0.99432,              0.9669,            0.004984,            0.003853,           0.0020621,           0.0046226,           0.0046226,           0.0046226
                 352,            0.011171,           0.0027988,             0.00184,              0.9977,             0.99876,             0.99432,             0.96688,           0.0049744,           0.0038486,           0.0020601,           0.0046077,           0.0046077,           0.0046077
                 353,             0.01104,           0.0027768,           0.0018309,             0.99773,             0.99876,             0.99432,             0.96689,           0.0049675,           0.0038441,            0.002058,           0.0045928,           0.0045928,           0.0045928
                 354,            0.010739,           0.0027235,           0.0018148,             0.99773,             0.99876,             0.99432,             0.96729,           0.0049597,           0.0038393,            0.002056,           0.0045779,           0.0045779,           0.0045779
                 355,            0.011106,           0.0026816,           0.0018866,             0.99775,             0.99876,             0.99432,             0.96712,           0.0049505,           0.0038344,           0.0020541,            0.004563,            0.004563,            0.004563
                 356,            0.011032,           0.0027424,           0.0018656,             0.99775,             0.99876,             0.99432,             0.96732,           0.0049437,           0.0038302,           0.0020524,           0.0045481,           0.0045481,           0.0045481
                 357,            0.011053,           0.0027562,           0.0018487,             0.99777,             0.99875,             0.99432,              0.9675,           0.0049348,           0.0038257,           0.0020508,           0.0045332,           0.0045332,           0.0045332
                 358,            0.010955,           0.0027434,           0.0018567,             0.99777,             0.99876,             0.99432,             0.96764,           0.0049266,           0.0038207,            0.002049,           0.0045183,           0.0045183,           0.0045183
                 359,            0.010835,           0.0027021,           0.0018407,             0.99779,             0.99875,             0.99432,             0.96761,           0.0049183,           0.0038157,            0.002047,           0.0045034,           0.0045034,           0.0045034
                 360,            0.010777,            0.002709,           0.0018306,             0.99781,             0.99874,             0.99432,             0.96785,           0.0049107,           0.0038108,            0.002045,           0.0044885,           0.0044885,           0.0044885
                 361,            0.010783,           0.0026757,            0.001861,             0.99783,             0.99873,             0.99432,             0.96799,           0.0049039,           0.0038057,           0.0020436,           0.0044736,           0.0044736,           0.0044736
                 362,            0.010824,           0.0026434,           0.0018894,             0.99785,             0.99872,             0.99432,             0.96803,           0.0048987,           0.0038007,           0.0020419,           0.0044587,           0.0044587,           0.0044587
                 363,            0.010638,           0.0026646,           0.0018012,             0.99784,             0.99873,             0.99432,             0.96832,           0.0048903,           0.0037956,           0.0020398,           0.0044437,           0.0044437,           0.0044437
                 364,            0.010819,            0.002699,           0.0018001,             0.99787,             0.99872,             0.99432,             0.96839,           0.0048829,           0.0037906,           0.0020378,           0.0044288,           0.0044288,           0.0044288
                 365,            0.010713,           0.0026798,           0.0017826,             0.99789,             0.99871,             0.99432,             0.96831,           0.0048738,           0.0037857,            0.002036,           0.0044139,           0.0044139,           0.0044139
                 366,            0.010725,           0.0026767,           0.0018033,             0.99789,             0.99872,             0.99432,             0.96865,            0.004867,           0.0037809,           0.0020342,            0.004399,            0.004399,            0.004399
                 367,            0.010716,           0.0026685,           0.0018219,             0.99791,              0.9987,             0.99432,             0.96859,           0.0048587,           0.0037757,           0.0020325,           0.0043841,           0.0043841,           0.0043841
                 368,            0.010602,           0.0026318,           0.0017808,             0.99791,             0.99872,             0.99432,             0.96872,           0.0048513,           0.0037703,           0.0020306,           0.0043692,           0.0043692,           0.0043692
                 369,            0.010664,           0.0026352,           0.0017939,             0.99793,             0.99871,             0.99432,             0.96888,           0.0048443,            0.003765,           0.0020284,           0.0043543,           0.0043543,           0.0043543
                 370,            0.010494,           0.0026505,           0.0017882,             0.99793,              0.9987,             0.99432,             0.96902,           0.0048383,           0.0037602,           0.0020264,           0.0043394,           0.0043394,           0.0043394
                 371,            0.010578,            0.002618,           0.0018051,             0.99792,             0.99869,             0.99432,               0.969,           0.0048311,           0.0037548,           0.0020245,           0.0043245,           0.0043245,           0.0043245
                 372,            0.010602,           0.0026148,           0.0018061,             0.99794,             0.99868,             0.99432,             0.96931,            0.004823,           0.0037496,           0.0020227,           0.0043096,           0.0043096,           0.0043096
                 373,            0.010545,           0.0025626,           0.0017921,             0.99794,             0.99868,             0.99432,             0.96949,           0.0048173,           0.0037441,            0.002021,           0.0042947,           0.0042947,           0.0042947
                 374,             0.01054,           0.0025515,            0.001802,             0.99794,             0.99867,             0.99432,             0.96943,           0.0048111,            0.003739,           0.0020195,           0.0042798,           0.0042798,           0.0042798
                 375,            0.010392,            0.002612,           0.0017669,             0.99793,             0.99868,             0.99432,              0.9697,           0.0048054,           0.0037338,           0.0020178,           0.0042649,           0.0042649,           0.0042649
                 376,            0.010531,           0.0025863,           0.0017675,             0.99793,             0.99867,             0.99432,             0.96963,           0.0047982,           0.0037283,           0.0020156,             0.00425,             0.00425,             0.00425
                 377,            0.010434,           0.0025695,           0.0017616,             0.99793,             0.99867,             0.99432,                0.97,           0.0047903,           0.0037229,           0.0020134,           0.0042351,           0.0042351,           0.0042351
                 378,            0.010372,           0.0025836,           0.0017621,             0.99792,             0.99867,             0.99432,             0.97019,           0.0047843,           0.0037175,           0.0020115,           0.0042201,           0.0042201,           0.0042201
                 379,            0.010408,           0.0025553,           0.0017674,             0.99794,             0.99865,             0.99432,              0.9702,           0.0047768,           0.0037119,           0.0020097,           0.0042052,           0.0042052,           0.0042052
                 380,            0.010344,           0.0025527,           0.0017991,             0.99794,             0.99865,             0.99432,             0.97043,           0.0047706,           0.0037063,            0.002008,           0.0041903,           0.0041903,           0.0041903
                 381,            0.010491,           0.0025691,            0.001781,             0.99794,             0.99866,             0.99432,             0.97043,           0.0047638,           0.0037004,           0.0020062,           0.0041754,           0.0041754,           0.0041754
                 382,            0.010125,           0.0025203,           0.0017232,             0.99796,             0.99866,             0.99432,             0.97051,           0.0047568,           0.0036944,           0.0020042,           0.0041605,           0.0041605,           0.0041605
                 383,            0.010242,           0.0025477,            0.001747,             0.99795,             0.99867,             0.99432,             0.97092,            0.004749,           0.0036886,           0.0020023,           0.0041456,           0.0041456,           0.0041456
                 384,             0.01032,           0.0025092,           0.0017567,             0.99797,             0.99858,             0.99432,             0.97118,           0.0047423,           0.0036826,           0.0020003,           0.0041307,           0.0041307,           0.0041307
                 385,              0.0106,           0.0027944,           0.0020234,             0.99799,             0.99856,             0.99432,             0.97111,           0.0047375,           0.0036783,           0.0019982,           0.0041158,           0.0041158,           0.0041158
                 386,            0.010642,           0.0027791,           0.0017757,             0.99799,             0.99856,             0.99432,             0.97128,           0.0047334,           0.0036746,           0.0019956,           0.0041009,           0.0041009,           0.0041009
                 387,            0.011052,           0.0030525,           0.0023767,             0.99799,             0.99856,             0.99432,             0.97132,           0.0047284,           0.0036721,           0.0019927,            0.004086,            0.004086,            0.004086
                 388,            0.011056,           0.0030796,           0.0020357,             0.99799,             0.99857,             0.99432,             0.97137,           0.0047265,           0.0036702,           0.0019893,           0.0040711,           0.0040711,           0.0040711
                 389,            0.011024,           0.0030122,           0.0017848,             0.99801,             0.99855,             0.99432,             0.97144,           0.0047257,           0.0036685,           0.0019856,           0.0040562,           0.0040562,           0.0040562
                 390,             0.01078,           0.0028471,           0.0017146,             0.99801,             0.99854,             0.99432,             0.97147,           0.0047223,           0.0036663,           0.0019829,           0.0040413,           0.0040413,           0.0040413
                 391,            0.010513,           0.0027419,           0.0016921,             0.99801,             0.99855,             0.99432,             0.97184,           0.0047161,           0.0036627,           0.0019803,           0.0040264,           0.0040264,           0.0040264
                 392,            0.010441,            0.002683,           0.0017338,             0.99801,             0.99856,             0.99432,             0.97197,             0.00471,            0.003659,           0.0019779,           0.0040114,           0.0040114,           0.0040114
                 393,            0.010526,           0.0026839,            0.001743,             0.99801,             0.99859,             0.99432,             0.97197,            0.004705,           0.0036554,           0.0019754,           0.0039965,           0.0039965,           0.0039965
                 394,             0.01044,           0.0026695,           0.0017144,             0.99801,             0.99866,             0.99432,             0.97212,           0.0046997,           0.0036514,           0.0019729,           0.0039816,           0.0039816,           0.0039816
                 395,            0.010687,           0.0028142,            0.001815,             0.99801,             0.99868,             0.99432,              0.9719,           0.0046964,           0.0036486,           0.0019702,           0.0039667,           0.0039667,           0.0039667
                 396,            0.010585,           0.0027922,           0.0017396,             0.99801,             0.99871,             0.99432,              0.9722,           0.0046951,           0.0036463,           0.0019677,           0.0039518,           0.0039518,           0.0039518
                 397,            0.010546,           0.0026774,           0.0018085,             0.99801,             0.99875,             0.99432,             0.97226,           0.0046906,           0.0036429,           0.0019654,           0.0039369,           0.0039369,           0.0039369
                 398,            0.010465,           0.0026745,           0.0017349,             0.99801,             0.99875,             0.99432,             0.97252,           0.0046871,           0.0036393,           0.0019632,            0.003922,            0.003922,            0.003922
                 399,            0.010314,           0.0026322,           0.0016682,             0.99801,             0.99875,             0.99432,             0.97269,           0.0046818,           0.0036355,           0.0019608,           0.0039071,           0.0039071,           0.0039071
                 400,             0.01001,           0.0025775,           0.0016386,             0.99803,             0.99873,             0.99432,             0.97277,           0.0046777,           0.0036311,           0.0019583,           0.0038922,           0.0038922,           0.0038922
                 401,            0.010377,           0.0025922,            0.001671,             0.99803,             0.99874,             0.99432,             0.97285,           0.0046723,            0.003627,           0.0019559,           0.0038773,           0.0038773,           0.0038773
                 402,            0.010038,           0.0025288,           0.0016573,             0.99803,             0.99874,             0.99432,             0.97285,           0.0046657,           0.0036224,           0.0019535,           0.0038624,           0.0038624,           0.0038624
                 403,            0.010023,            0.002581,           0.0016724,             0.99803,             0.99874,             0.99432,             0.97301,           0.0046581,           0.0036178,           0.0019512,           0.0038475,           0.0038475,           0.0038475
                 404,            0.010133,           0.0025404,           0.0016873,             0.99805,             0.99873,             0.99432,             0.97323,           0.0046509,           0.0036128,            0.001949,           0.0038326,           0.0038326,           0.0038326
                 405,           0.0098928,           0.0025262,           0.0016736,             0.99805,             0.99872,             0.99432,             0.97331,           0.0046437,           0.0036077,           0.0019466,           0.0038177,           0.0038177,           0.0038177
                 406,            0.010001,           0.0025682,           0.0016514,             0.99804,             0.99871,             0.99432,             0.97339,           0.0046368,            0.003603,           0.0019442,           0.0038028,           0.0038028,           0.0038028
                 407,            0.010167,           0.0025423,           0.0016659,             0.99804,             0.99871,             0.99432,             0.97342,           0.0046261,           0.0035978,           0.0019415,           0.0037878,           0.0037878,           0.0037878
                 408,           0.0099639,           0.0025151,           0.0016327,             0.99806,             0.99871,             0.99432,             0.97363,           0.0046176,           0.0035927,           0.0019389,           0.0037729,           0.0037729,           0.0037729
                 409,           0.0099687,           0.0025076,           0.0016926,             0.99806,             0.99871,             0.99432,              0.9737,           0.0046111,           0.0035877,           0.0019367,            0.003758,            0.003758,            0.003758
                 410,           0.0097168,           0.0024724,           0.0016176,             0.99806,             0.99871,             0.99432,              0.9737,           0.0046042,           0.0035826,           0.0019342,           0.0037431,           0.0037431,           0.0037431
                 411,            0.010074,           0.0025148,           0.0016566,             0.99806,             0.99871,             0.99432,             0.97358,           0.0045996,           0.0035778,           0.0019321,           0.0037282,           0.0037282,           0.0037282
                 412,           0.0098029,           0.0024605,           0.0016626,             0.99805,             0.99871,             0.99432,             0.97376,           0.0045931,           0.0035723,           0.0019301,           0.0037133,           0.0037133,           0.0037133
                 413,            0.010036,           0.0024599,           0.0016668,             0.99805,             0.99871,             0.99432,             0.97387,           0.0045863,           0.0035673,           0.0019281,           0.0036984,           0.0036984,           0.0036984
                 414,           0.0096859,            0.002439,           0.0016162,             0.99805,             0.99871,             0.99432,             0.97387,           0.0045804,           0.0035618,           0.0019259,           0.0036835,           0.0036835,           0.0036835
                 415,           0.0097189,            0.002492,           0.0016269,             0.99804,             0.99872,             0.99432,             0.97409,            0.004575,           0.0035561,           0.0019237,           0.0036686,           0.0036686,           0.0036686
                 416,            0.009776,           0.0024287,           0.0016604,             0.99804,             0.99873,             0.99432,             0.97414,           0.0045691,           0.0035509,           0.0019218,           0.0036537,           0.0036537,           0.0036537
                 417,           0.0097313,           0.0024245,           0.0016384,             0.99804,             0.99874,             0.99432,             0.97435,           0.0045628,           0.0035454,           0.0019196,           0.0036388,           0.0036388,           0.0036388
                 418,           0.0096273,           0.0023929,           0.0016316,             0.99804,             0.99877,             0.99432,             0.97444,           0.0045529,           0.0035394,           0.0019174,           0.0036239,           0.0036239,           0.0036239
                 419,           0.0096346,           0.0024648,           0.0016241,             0.99804,              0.9988,             0.99432,             0.97458,           0.0045467,           0.0035341,           0.0019151,            0.003609,            0.003609,            0.003609
                 420,           0.0096963,           0.0024432,           0.0016709,             0.99803,             0.99881,             0.99432,             0.97465,           0.0045409,           0.0035288,           0.0019132,           0.0035941,           0.0035941,           0.0035941
                 421,           0.0096352,           0.0024164,           0.0016212,             0.99803,             0.99882,             0.99432,             0.97481,           0.0045347,           0.0035232,            0.001911,           0.0035792,           0.0035792,           0.0035792
                 422,           0.0096721,           0.0024131,           0.0016276,             0.99803,             0.99882,             0.99432,             0.97478,           0.0045301,           0.0035177,            0.001909,           0.0035642,           0.0035642,           0.0035642
                 423,           0.0097078,           0.0024105,           0.0016219,             0.99802,             0.99882,             0.99432,              0.9748,           0.0045237,           0.0035121,           0.0019071,           0.0035493,           0.0035493,           0.0035493
                 424,           0.0096647,           0.0024176,           0.0016484,             0.99802,             0.99882,             0.99432,             0.97509,            0.004519,           0.0035068,           0.0019053,           0.0035344,           0.0035344,           0.0035344
                 425,           0.0095485,           0.0024005,           0.0015983,             0.99801,             0.99883,             0.99432,             0.97535,           0.0045131,           0.0035008,           0.0019032,           0.0035195,           0.0035195,           0.0035195
                 426,           0.0095956,           0.0023969,           0.0016117,             0.99801,             0.99885,             0.99432,             0.97565,           0.0045082,           0.0034954,           0.0019013,           0.0035046,           0.0035046,           0.0035046
                 427,           0.0095485,            0.002392,           0.0016321,             0.99803,             0.99884,             0.99432,             0.97564,            0.004504,           0.0034899,           0.0018994,           0.0034897,           0.0034897,           0.0034897
                 428,           0.0095546,           0.0023537,           0.0016175,             0.99806,             0.99883,             0.99432,             0.97572,           0.0044975,            0.003484,           0.0018975,           0.0034748,           0.0034748,           0.0034748
                 429,            0.009456,           0.0023989,           0.0016231,             0.99805,             0.99884,             0.99432,             0.97592,           0.0044922,           0.0034782,           0.0018954,           0.0034599,           0.0034599,           0.0034599
                 430,           0.0094416,           0.0023589,           0.0015828,             0.99807,             0.99884,             0.99432,               0.976,           0.0044864,           0.0034722,           0.0018932,            0.003445,            0.003445,            0.003445
                 431,           0.0093321,           0.0023652,           0.0015898,             0.99806,             0.99883,             0.99432,             0.97584,           0.0044805,           0.0034661,           0.0018911,           0.0034301,           0.0034301,           0.0034301
                 432,           0.0092851,           0.0023504,            0.001551,             0.99806,             0.99883,             0.99432,             0.97611,           0.0044734,           0.0034607,           0.0018886,           0.0034152,           0.0034152,           0.0034152
                 433,           0.0092791,           0.0023634,           0.0015677,             0.99806,             0.99883,             0.99432,             0.97622,            0.004468,           0.0034554,           0.0018863,           0.0034003,           0.0034003,           0.0034003
                 434,           0.0095287,            0.002352,           0.0015693,             0.99806,             0.99884,             0.99432,             0.97636,            0.004462,           0.0034498,            0.001884,           0.0033854,           0.0033854,           0.0033854
                 435,            0.009338,           0.0023361,           0.0015857,             0.99808,             0.99882,             0.99432,             0.97641,           0.0044567,           0.0034442,           0.0018819,           0.0033705,           0.0033705,           0.0033705
                 436,           0.0093128,            0.002321,           0.0015564,             0.99807,             0.99882,             0.99432,             0.97659,           0.0044495,           0.0034383,           0.0018799,           0.0033556,           0.0033556,           0.0033556
                 437,           0.0092259,           0.0023685,           0.0015568,             0.99809,              0.9988,             0.99432,             0.97661,           0.0044427,           0.0034327,           0.0018776,           0.0033406,           0.0033406,           0.0033406
                 438,           0.0094108,           0.0023867,           0.0015659,             0.99809,              0.9988,             0.99432,             0.97684,           0.0044338,           0.0034272,           0.0018757,           0.0033257,           0.0033257,           0.0033257
                 439,           0.0092244,           0.0023321,           0.0015714,             0.99808,              0.9988,             0.99432,             0.97681,           0.0044255,           0.0034214,           0.0018736,           0.0033108,           0.0033108,           0.0033108
                 440,           0.0092683,           0.0023816,             0.00156,             0.99808,              0.9988,             0.99432,             0.97694,           0.0044177,           0.0034154,           0.0018715,           0.0032959,           0.0032959,           0.0032959
                 441,           0.0090184,            0.002337,            0.001553,             0.99809,             0.99878,             0.99432,             0.97712,           0.0044097,           0.0034095,           0.0018694,            0.003281,            0.003281,            0.003281
                 442,           0.0091839,           0.0023249,           0.0015419,             0.99811,             0.99876,             0.99432,             0.97733,            0.004403,           0.0034038,            0.001867,           0.0032661,           0.0032661,           0.0032661
                 443,           0.0093046,           0.0023834,           0.0015277,             0.99811,             0.99876,             0.99432,             0.97733,           0.0043944,           0.0033985,           0.0018646,           0.0032512,           0.0032512,           0.0032512
                 444,           0.0092203,           0.0023311,           0.0015717,             0.99811,             0.99877,             0.99432,             0.97755,            0.004389,           0.0033928,           0.0018626,           0.0032363,           0.0032363,           0.0032363
                 445,           0.0090227,           0.0023065,           0.0015012,              0.9981,             0.99877,             0.99432,             0.97762,           0.0043826,           0.0033872,           0.0018602,           0.0032214,           0.0032214,           0.0032214
                 446,           0.0090332,           0.0023166,            0.001525,             0.99812,             0.99875,             0.99432,             0.97767,           0.0043766,           0.0033818,            0.001858,           0.0032065,           0.0032065,           0.0032065
                 447,           0.0091378,           0.0023585,           0.0015198,             0.99811,             0.99876,             0.99432,             0.97779,           0.0043718,           0.0033761,           0.0018559,           0.0031916,           0.0031916,           0.0031916
                 448,           0.0089081,           0.0023334,           0.0015239,             0.99811,             0.99876,             0.99432,             0.97789,           0.0043642,           0.0033706,           0.0018536,           0.0031767,           0.0031767,           0.0031767
                 449,           0.0090841,            0.002325,           0.0015207,             0.99813,             0.99875,             0.99432,             0.97804,           0.0043577,            0.003365,           0.0018514,           0.0031618,           0.0031618,           0.0031618
                 450,           0.0088953,           0.0023172,           0.0015315,             0.99812,             0.99875,             0.99432,             0.97809,           0.0043522,           0.0033595,            0.001849,           0.0031469,           0.0031469,           0.0031469
                 451,            0.008892,             0.00228,           0.0015265,             0.99814,             0.99873,             0.99432,             0.97832,           0.0043447,           0.0033536,           0.0018468,           0.0031319,           0.0031319,           0.0031319
                 452,            0.008994,           0.0022468,           0.0015177,             0.99814,             0.99873,             0.99432,             0.97828,           0.0043389,            0.003348,           0.0018445,            0.003117,            0.003117,            0.003117
                 453,           0.0090783,           0.0022632,           0.0015039,             0.99813,             0.99873,             0.99432,             0.97832,           0.0043299,           0.0033422,           0.0018422,           0.0031021,           0.0031021,           0.0031021
                 454,           0.0087222,           0.0022715,           0.0014864,             0.99815,             0.99871,             0.99432,             0.97835,           0.0043253,           0.0033364,           0.0018399,           0.0030872,           0.0030872,           0.0030872
                 455,           0.0089857,           0.0022846,           0.0014874,             0.99814,             0.99872,             0.99432,             0.97841,            0.004319,           0.0033306,           0.0018376,           0.0030723,           0.0030723,           0.0030723
                 456,           0.0089778,           0.0022339,           0.0015031,             0.99814,             0.99872,             0.99432,              0.9787,           0.0043086,           0.0033247,           0.0018352,           0.0030574,           0.0030574,           0.0030574
                 457,           0.0088881,            0.002282,           0.0015041,             0.99814,             0.99872,             0.99432,             0.97887,           0.0042984,            0.003319,            0.001833,           0.0030425,           0.0030425,           0.0030425
                 458,           0.0087305,           0.0022231,           0.0014838,             0.99813,             0.99873,             0.99432,             0.97901,           0.0042885,           0.0033131,           0.0018305,           0.0030276,           0.0030276,           0.0030276
                 459,           0.0090496,            0.002237,           0.0015067,             0.99815,             0.99872,             0.99432,             0.97919,           0.0042798,           0.0033069,           0.0018284,           0.0030127,           0.0030127,           0.0030127
                 460,           0.0085719,           0.0021963,           0.0014613,             0.99814,             0.99873,             0.99432,             0.97913,           0.0042727,           0.0033005,            0.001826,           0.0029978,           0.0029978,           0.0029978
